contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Expiration Date
AAPL240119C00265000,2023-10-17 15:12:38+00:00,265.0,0.03,0.01,0.03,0.0,0.0,26.0,1440,0.31445998046874996,False,REGULAR,USD,2024-01-19
AAPL240119C00270000,2023-10-20 14:05:26+00:00,270.0,0.02,0.0,0.04,0.0,0.0,12.0,2001,0.335944140625,False,REGULAR,USD,2024-01-19
AAPL240119C00275000,2023-10-17 15:19:08+00:00,275.0,0.02,0.0,0.04,0.0,0.0,25.0,1879,0.34766277343749996,False,REGULAR,USD,2024-01-19
AAPL240119C00280000,2023-10-24 19:02:13+00:00,280.0,0.01,0.0,0.03,0.0,0.0,102.0,2009,0.34961587890624996,False,REGULAR,USD,2024-01-19
AAPL240119C00285000,2023-10-19 18:22:22+00:00,285.0,0.01,0.0,0.04,0.0,0.0,4.0,840,0.3711000390625,False,REGULAR,USD,2024-01-19
AAPL240119C00290000,2023-10-20 13:30:05+00:00,290.0,0.01,0.0,0.04,0.0,0.0,2.0,1527,0.38281867187499996,False,REGULAR,USD,2024-01-19
AAPL240119C00300000,2023-10-23 13:51:48+00:00,300.0,0.01,0.0,0.01,0.0,0.0,7.0,28326,0.35938140625,False,REGULAR,USD,2024-01-19
AAPL240119C00310000,2023-10-24 18:13:10+00:00,310.0,0.01,0.0,0.01,0.0,0.0,5.0,3309,0.37500625,False,REGULAR,USD,2024-01-19
AAPL240119C00320000,2023-10-19 16:34:52+00:00,320.0,0.01,0.0,0.01,0.0,0.0,1.0,14072,0.398443515625,False,REGULAR,USD,2024-01-19
AAPL240216C00050000,2023-10-23 13:44:32+00:00,50.0,121.0,123.7,124.6,0.0,0.0,1.0,1,1.1796916015624999,True,REGULAR,USD,2024-02-16
AAPL240216C00060000,2023-08-28 14:08:24+00:00,60.0,120.57,110.75,112.35,0.0,0.0,2.0,3,1.0000000000000003e-05,True,REGULAR,USD,2024-02-16
AAPL240216C00065000,2023-09-21 19:31:10+00:00,65.0,110.45,108.7,109.0,0.0,0.0,,1,0.8627943408203125,True,REGULAR,USD,2024-02-16
AAPL240216C00070000,2023-10-23 13:36:38+00:00,70.0,101.9,104.3,104.6,0.0,0.0,1.0,3,0.9396978686523438,True,REGULAR,USD,2024-02-16
AAPL240216C00075000,2023-10-11 17:11:33+00:00,75.0,104.92,99.4,99.7,0.0,0.0,1.0,1,0.8916026464843749,True,REGULAR,USD,2024-02-16
AAPL240216C00080000,2023-10-23 14:47:07+00:00,80.0,92.9,94.5,94.8,0.0,0.0,1.0,3,0.8452163916015624,True,REGULAR,USD,2024-02-16
AAPL240216C00085000,2023-10-23 13:31:54+00:00,85.0,87.34,89.6,89.9,0.0,0.0,1.0,7,0.8002949658203125,True,REGULAR,USD,2024-02-16
AAPL240216C00090000,2023-10-23 15:01:55+00:00,90.0,84.07,84.75,85.0,0.26999664,0.3221917,1.0,3,0.7595238891601563,True,REGULAR,USD,2024-02-16
AAPL240216C00095000,2023-10-06 16:00:44+00:00,95.0,83.77,79.85,80.15,0.0,0.0,1.0,3,0.7192410888671875,True,REGULAR,USD,2024-02-16
AAPL240216C00100000,2023-10-23 17:20:51+00:00,100.0,75.2,75.0,75.25,0.0,0.0,4.0,8,0.6796907031250001,True,REGULAR,USD,2024-02-16
AAPL240216C00105000,2023-08-25 19:32:50+00:00,105.0,77.2,71.95,73.0,0.0,0.0,10.0,5,0.8017597949218749,True,REGULAR,USD,2024-02-16
AAPL240216C00110000,2023-10-23 19:13:07+00:00,110.0,65.4,65.3,65.6,0.0,0.0,3.0,20,0.6079140771484376,True,REGULAR,USD,2024-02-16
AAPL240216C00115000,2023-10-20 15:05:15+00:00,115.0,61.1,60.5,60.75,0.0,0.0,4.0,4,0.5728802478027344,True,REGULAR,USD,2024-02-16
AAPL240216C00120000,2023-10-20 18:31:27+00:00,120.0,55.34,55.7,55.95,-0.7599983,-1.3547207,17.0,287,0.5390671093750001,True,REGULAR,USD,2024-02-16
AAPL240216C00125000,2023-10-23 15:29:59+00:00,125.0,50.6,50.95,51.2,0.0,0.0,1.0,251,0.507817421875,True,REGULAR,USD,2024-02-16
AAPL240216C00130000,2023-10-10 13:30:00+00:00,130.0,51.29,46.25,46.5,0.0,0.0,10.0,41,0.48474636352539063,True,REGULAR,USD,2024-02-16
AAPL240216C00135000,2023-10-23 13:49:04+00:00,135.0,39.6,41.6,41.85,0.0,0.0,3.0,54,0.45532771240234376,True,REGULAR,USD,2024-02-16
AAPL240216C00140000,2023-10-23 13:37:53+00:00,140.0,34.86,37.05,37.3,0.0,0.0,3.0,238,0.42847251220703125,True,REGULAR,USD,2024-02-16
AAPL240216C00145000,2023-10-23 13:42:10+00:00,145.0,30.31,32.65,32.85,0.0,0.0,1.0,200,0.4030821411132813,True,REGULAR,USD,2024-02-16
AAPL240216C00150000,2023-10-23 17:20:51+00:00,150.0,28.55,28.35,28.55,0.0,0.0,9.0,348,0.379889013671875,True,REGULAR,USD,2024-02-16
AAPL240216C00155000,2023-10-24 14:49:46+00:00,155.0,23.9,24.25,24.4,-0.45000076,-1.8480525,2.0,186,0.35767243896484374,True,REGULAR,USD,2024-02-16
AAPL240216C00160000,2023-10-24 19:10:04+00:00,160.0,20.35,20.4,20.55,1.6499996,8.823526,3.0,690,0.3397282824707031,True,REGULAR,USD,2024-02-16
AAPL240216C00165000,2023-10-24 17:58:22+00:00,165.0,15.95,16.75,16.9,-1.0500002,-6.1764717,49.0,1493,0.3214789532470703,True,REGULAR,USD,2024-02-16
AAPL240216C00170000,2023-10-24 19:05:58+00:00,170.0,13.38,13.45,13.6,-0.17000008,-1.254613,114.0,5055,0.30585410949707037,True,REGULAR,USD,2024-02-16
AAPL240216C00175000,2023-10-24 19:56:38+00:00,175.0,10.6,10.5,10.6,0.0,0.0,199.0,9813,0.29025978302001954,False,REGULAR,USD,2024-02-16
AAPL240216C00180000,2023-10-24 19:56:43+00:00,180.0,8.0,7.9,8.0,0.099999905,1.2658216,84.0,4404,0.27625235473632803,False,REGULAR,USD,2024-02-16
AAPL240216C00185000,2023-10-24 19:15:05+00:00,185.0,5.8,5.75,5.8,0.0,0.0,242.0,3919,0.26306889282226564,False,REGULAR,USD,2024-02-16
AAPL240216C00190000,2023-10-24 19:51:35+00:00,190.0,4.05,4.0,4.05,-0.049999714,-1.2195053,174.0,10769,0.25177750183105463,False,REGULAR,USD,2024-02-16
AAPL240216C00195000,2023-10-24 19:22:29+00:00,195.0,2.73,2.67,2.72,-0.049999952,-1.7985595,102.0,4266,0.24225611267089842,False,REGULAR,USD,2024-02-16
AAPL240216C00200000,2023-10-24 19:46:58+00:00,200.0,1.74,1.72,1.77,-0.09000003,-4.9180346,148.0,4819,0.23474886352539062,False,REGULAR,USD,2024-02-16
AAPL240216C00205000,2023-10-24 19:41:26+00:00,205.0,1.1,1.09,1.13,-0.07999992,-6.779655,287.0,2961,0.22962196166992188,False,REGULAR,USD,2024-02-16
AAPL240216C00210000,2023-10-24 19:38:30+00:00,210.0,0.7,0.68,0.71,-0.04000002,-5.405408,78.0,3121,0.2260819580078125,False,REGULAR,USD,2024-02-16
AAPL240216C00215000,2023-10-24 19:20:16+00:00,215.0,0.44,0.42,0.45,-0.03999999,-8.333332,36.0,2591,0.22461712890624996,False,REGULAR,USD,2024-02-16
AAPL240216C00220000,2023-10-23 16:45:24+00:00,220.0,0.25,0.27,0.29,-0.050000012,-16.66667,42.0,1822,0.22461712890624996,False,REGULAR,USD,2024-02-16
AAPL240216C00225000,2023-10-24 15:39:46+00:00,225.0,0.17,0.17,0.2,-0.08,-32.0,2.0,650,0.22779092529296874,False,REGULAR,USD,2024-02-16
AAPL240216C00230000,2023-10-23 19:14:49+00:00,230.0,0.14,0.12,0.14,0.0,0.0,1.0,358,0.2309647216796875,False,REGULAR,USD,2024-02-16
AAPL240216C00235000,2023-10-23 19:14:49+00:00,235.0,0.1,0.08,0.1,0.0,0.0,1.0,435,0.2348709326171875,False,REGULAR,USD,2024-02-16
AAPL240216C00240000,2023-10-24 19:20:16+00:00,240.0,0.08,0.07,0.08,-0.030000001,-27.272728,1.0,5496,0.242195078125,False,REGULAR,USD,2024-02-16
AAPL240216C00245000,2023-10-23 18:18:54+00:00,245.0,0.05,0.04,0.0,0.0,0.0,880.0,893,0.12500875,False,REGULAR,USD,2024-02-16
AAPL240216C00250000,2023-10-24 16:41:20+00:00,250.0,0.04,0.03,0.0,-0.04,-50.0,270.0,212,0.12500875,False,REGULAR,USD,2024-02-16
AAPL240216C00255000,2023-10-18 14:25:32+00:00,255.0,0.04,0.02,0.05,-0.02,-33.333336,1.0,54,0.26563234375,False,REGULAR,USD,2024-02-16
AAPL240216C00260000,2023-10-23 13:30:00+00:00,260.0,0.04,0.02,0.04,0.0,0.0,1.0,2786,0.270515107421875,False,REGULAR,USD,2024-02-16
AAPL240216C00265000,2023-10-24 14:59:03+00:00,265.0,0.03,0.01,0.08,0.0,0.0,4.0,234,0.30371790039062496,False,REGULAR,USD,2024-02-16
AAPL240216C00270000,2023-10-17 14:39:33+00:00,270.0,0.03,0.01,0.12,0.0,0.0,20.0,261,0.331061376953125,False,REGULAR,USD,2024-02-16
AAPL240216C00275000,2023-10-19 14:39:08+00:00,275.0,0.03,0.0,0.05,0.0,0.0,50.0,55,0.31055376953124997,False,REGULAR,USD,2024-02-16
AAPL240216C00280000,2023-10-20 17:58:10+00:00,280.0,0.03,0.0,0.05,0.0,0.0,8.0,60,0.32031929687499994,False,REGULAR,USD,2024-02-16
AAPL240216C00285000,2023-09-15 17:21:55+00:00,285.0,0.05,0.0,0.03,0.0,0.0,5.0,105,0.31445998046874996,False,REGULAR,USD,2024-02-16
AAPL240216C00290000,2023-10-18 19:38:51+00:00,290.0,0.01,0.0,0.11,0.0,0.0,1.0,34,0.372076591796875,False,REGULAR,USD,2024-02-16
AAPL240216C00295000,2023-10-24 19:28:04+00:00,295.0,0.01,0.0,0.04,0.0,0.0,4.0,924,0.3437565625,False,REGULAR,USD,2024-02-16
AAPL240216C00300000,2023-10-24 19:28:07+00:00,300.0,0.01,0.01,0.1,0.0,0.0,4.0,72,0.38867798828125,False,REGULAR,USD,2024-02-16
AAPL240216C00305000,2023-10-09 13:57:39+00:00,305.0,0.01,0.0,0.1,0.0,0.0,2.0,201,0.39893179199218753,False,REGULAR,USD,2024-02-16
AAPL240216C00310000,2023-09-18 13:30:00+00:00,310.0,0.02,0.0,0.03,0.0,0.0,11.0,202,0.36133451171875,False,REGULAR,USD,2024-02-16
AAPL240216C00315000,2023-09-15 17:36:06+00:00,315.0,0.03,0.0,0.03,0.0,0.0,23.0,285,0.36914693359375,False,REGULAR,USD,2024-02-16
AAPL240216C00320000,2023-10-18 18:08:32+00:00,320.0,0.01,0.0,0.01,0.0,0.0,4.0,3345,0.3437565625,False,REGULAR,USD,2024-02-16
AAPL240315C00050000,2023-10-24 19:26:03+00:00,50.0,124.3,123.65,124.6,-4.1399994,-3.2232945,1.0,798,1.0522508325195314,True,REGULAR,USD,2024-03-15
AAPL240315C00055000,2023-10-13 18:11:40+00:00,55.0,124.95,118.9,119.75,0.0,0.0,1.0,1027,1.021489267578125,True,REGULAR,USD,2024-03-15
AAPL240315C00060000,2023-10-24 15:43:35+00:00,60.0,113.5,114.25,114.5,-5.970001,-4.9970713,170.0,523,0.9592289233398437,True,REGULAR,USD,2024-03-15
AAPL240315C00065000,2023-10-12 13:46:56+00:00,65.0,116.57,109.35,109.65,0.0,0.0,2.0,110,0.9143074975585939,True,REGULAR,USD,2024-03-15
AAPL240315C00070000,2023-10-23 13:36:38+00:00,70.0,103.63,104.5,104.75,1.5599976,1.5283605,14.0,316,0.8706067626953125,True,REGULAR,USD,2024-03-15
AAPL240315C00075000,2023-10-09 15:07:22+00:00,75.0,102.91,99.65,99.9,0.0,0.0,2.0,344,0.8313005151367187,True,REGULAR,USD,2024-03-15
AAPL240315C00080000,2023-10-24 19:35:02+00:00,80.0,94.95,94.75,95.05,-8.330002,-8.0654545,5.0,294,0.7895528857421875,True,REGULAR,USD,2024-03-15
AAPL240315C00085000,2023-10-20 14:44:31+00:00,85.0,90.55,89.9,90.2,0.0,0.0,5.0,254,0.7517114672851561,True,REGULAR,USD,2024-03-15
AAPL240315C00090000,2023-10-20 15:30:24+00:00,90.0,84.85,85.1,85.35,0.0,0.0,10.0,112,0.7165555688476561,True,REGULAR,USD,2024-03-15
AAPL240315C00095000,2023-10-23 19:13:07+00:00,95.0,80.3,80.25,80.5,0.0,0.0,3.0,114,0.6794465649414063,True,REGULAR,USD,2024-03-15
AAPL240315C00100000,2023-10-23 17:20:51+00:00,100.0,75.6,75.45,75.7,0.0,0.0,25.0,373,0.6467320483398438,True,REGULAR,USD,2024-03-15
AAPL240315C00105000,2023-10-24 15:15:56+00:00,105.0,69.87,70.6,70.9,-0.8299942,-1.1739664,10.0,396,0.6121864953613283,True,REGULAR,USD,2024-03-15
AAPL240315C00110000,2023-10-24 15:15:56+00:00,110.0,65.1,65.85,66.1,-0.73000336,-1.108922,11.0,3001,0.5809368078613282,True,REGULAR,USD,2024-03-15
AAPL240315C00115000,2023-10-23 19:43:13+00:00,115.0,60.95,61.05,61.35,0.0,0.0,47.0,580,0.5491988439941409,True,REGULAR,USD,2024-03-15
AAPL240315C00120000,2023-10-24 13:41:54+00:00,120.0,56.06,56.35,56.6,-0.7899971,-1.3896167,6.0,2212,0.5199022619628906,True,REGULAR,USD,2024-03-15
AAPL240315C00125000,2023-10-20 13:48:05+00:00,125.0,53.75,51.65,51.9,0.0,0.0,4.0,1045,0.49695327270507816,True,REGULAR,USD,2024-03-15
AAPL240315C00130000,2023-10-23 17:20:51+00:00,130.0,47.25,47.0,47.25,0.0,0.0,11.0,1453,0.4687553125,True,REGULAR,USD,2024-03-15
AAPL240315C00135000,2023-10-18 15:42:33+00:00,135.0,46.34,42.45,42.7,0.0,0.0,2.0,957,0.44336494140625,True,REGULAR,USD,2024-03-15
AAPL240315C00140000,2023-10-18 18:50:08+00:00,140.0,37.29,38.05,38.25,-3.8400002,-9.336251,1.0,987,0.41974457214355465,True,REGULAR,USD,2024-03-15
AAPL240315C00145000,2023-10-23 14:17:30+00:00,145.0,32.19,33.7,33.9,0.0,0.0,8.0,1130,0.3971007556152344,True,REGULAR,USD,2024-03-15
AAPL240315C00150000,2023-10-24 19:55:48+00:00,150.0,29.65,29.55,29.7,-0.35000038,-1.1666679,1.0,2897,0.37622694091796877,True,REGULAR,USD,2024-03-15
AAPL240315C00155000,2023-10-23 17:30:47+00:00,155.0,24.38,25.55,25.7,-1.3200016,-5.136193,10.0,2702,0.35761140441894534,True,REGULAR,USD,2024-03-15
AAPL240315C00160000,2023-10-24 19:17:24+00:00,160.0,22.05,21.75,21.85,0.6499996,3.0373814,21.0,5267,0.3388127642822265,True,REGULAR,USD,2024-03-15
AAPL240315C00165000,2023-10-24 16:18:21+00:00,165.0,17.55,18.2,18.3,-1.2200012,-6.4997396,384.0,3684,0.32285223052978507,True,REGULAR,USD,2024-03-15
AAPL240315C00170000,2023-10-24 19:38:59+00:00,170.0,15.05,14.9,15.05,-0.34999943,-2.2727237,224.0,5678,0.3085396295166015,True,REGULAR,USD,2024-03-15
AAPL240315C00175000,2023-10-24 19:56:38+00:00,175.0,12.06,11.95,12.05,0.07000065,0.58382523,151.0,6323,0.2938913385009765,False,REGULAR,USD,2024-03-15
AAPL240315C00180000,2023-10-24 19:16:29+00:00,180.0,9.42,9.3,9.4,0.020000458,0.21277083,1411.0,11064,0.2804637384033203,False,REGULAR,USD,2024-03-15
AAPL240315C00185000,2023-10-24 19:35:02+00:00,185.0,7.1,7.0,7.15,-0.05000019,-0.6993033,591.0,7141,0.2688671746826171,False,REGULAR,USD,2024-03-15
AAPL240315C00190000,2023-10-24 19:55:37+00:00,190.0,5.2,5.15,5.25,-0.05000019,-0.9523846,305.0,8803,0.2576978527832031,False,REGULAR,USD,2024-03-15
AAPL240315C00195000,2023-10-24 19:18:54+00:00,195.0,3.71,3.65,3.75,-0.059999943,-1.5915105,1128.0,8312,0.2483595672607422,False,REGULAR,USD,2024-03-15
AAPL240315C00200000,2023-10-24 19:38:59+00:00,200.0,2.56,2.52,2.57,-0.08000016,-3.0303092,831.0,15198,0.2393264544677734,False,REGULAR,USD,2024-03-15
AAPL240315C00205000,2023-10-24 19:44:57+00:00,205.0,1.74,1.7,1.74,-0.059999943,-3.3333302,168.0,4669,0.23303989624023438,False,REGULAR,USD,2024-03-15
AAPL240315C00210000,2023-10-24 19:43:45+00:00,210.0,1.14,1.12,1.15,-0.060000062,-5.000005,59.0,8679,0.22791299438476562,False,REGULAR,USD,2024-03-15
AAPL240315C00215000,2023-10-24 18:55:19+00:00,215.0,0.76,0.73,0.76,-0.01999998,-2.5641003,137.0,9141,0.22473919799804684,False,REGULAR,USD,2024-03-15
AAPL240315C00220000,2023-10-24 19:27:50+00:00,220.0,0.51,0.48,0.51,-0.030000031,-5.555561,208.0,11007,0.22364057617187497,False,REGULAR,USD,2024-03-15
AAPL240315C00225000,2023-10-24 16:56:07+00:00,225.0,0.34,0.32,0.35,-0.03999999,-10.526314,119.0,6703,0.22412885253906245,False,REGULAR,USD,2024-03-15
AAPL240315C00230000,2023-10-24 16:48:25+00:00,230.0,0.21,0.21,0.24,-0.040000007,-16.000002,26.0,3761,0.22486126708984372,False,REGULAR,USD,2024-03-15
AAPL240315C00235000,2023-10-24 17:34:54+00:00,235.0,0.17,0.15,0.18,-0.010000005,-5.555558,2.0,6954,0.22876747802734376,False,REGULAR,USD,2024-03-15
AAPL240315C00240000,2023-10-24 19:45:21+00:00,240.0,0.13,0.12,0.14,0.0,0.0,43.0,1997,0.233406103515625,False,REGULAR,USD,2024-03-15
AAPL240315C00245000,2023-10-24 16:48:25+00:00,245.0,0.09,0.09,0.11,-0.019999996,-18.181814,1.0,1188,0.23828886718749998,False,REGULAR,USD,2024-03-15
AAPL240315C00250000,2023-10-23 19:54:33+00:00,250.0,0.09,0.07,0.09,0.0,0.0,36.0,5838,0.24414818359375,False,REGULAR,USD,2024-03-15
AAPL240315C00255000,2023-10-19 19:51:26+00:00,255.0,0.09,0.06,0.07,0.0,0.0,10.0,600,0.2475661181640625,False,REGULAR,USD,2024-03-15
AAPL240315C00260000,2023-10-23 13:30:27+00:00,260.0,0.05,0.04,0.06,0.0,0.0,2.0,1584,0.25391371093750004,False,REGULAR,USD,2024-03-15
AAPL240315C00265000,2023-10-23 13:41:17+00:00,265.0,0.05,0.03,0.05,0.010000002,25.000006,15.0,718,0.25879647460937505,False,REGULAR,USD,2024-03-15
AAPL240315C00270000,2023-10-23 16:38:56+00:00,270.0,0.04,0.02,0.05,0.0,0.0,4.0,1041,0.26856200195312496,False,REGULAR,USD,2024-03-15
AAPL240315C00275000,2023-10-24 18:56:09+00:00,275.0,0.03,0.02,0.04,0.0,0.0,12.0,2134,0.27246821289062495,False,REGULAR,USD,2024-03-15
AAPL240315C00280000,2023-10-23 15:01:22+00:00,280.0,0.02,0.01,0.04,0.0,0.0,1.0,714,0.28125718749999995,False,REGULAR,USD,2024-03-15
AAPL240315C00285000,2023-10-23 18:00:42+00:00,285.0,0.02,0.01,0.11,0.0,0.0,14.0,1741,0.3242255078124999,False,REGULAR,USD,2024-03-15
AAPL240315C00290000,2023-10-06 14:57:31+00:00,290.0,0.03,0.01,0.07,-0.01,-25.0,5.0,548,0.317389638671875,False,REGULAR,USD,2024-03-15
AAPL240315C00300000,2023-10-24 16:55:28+00:00,300.0,0.02,0.02,0.03,-0.01,-33.333336,7.0,2933,0.3086006640625,False,REGULAR,USD,2024-03-15
AAPL240315C00310000,2023-10-24 14:11:34+00:00,310.0,0.02,0.0,0.04,-0.01,-33.333336,1.0,2650,0.33399103515625,False,REGULAR,USD,2024-03-15
AAPL240419C00080000,2023-10-17 14:40:50+00:00,80.0,99.07,95.2,95.55,0.0,0.0,2.0,31,0.754885263671875,True,REGULAR,USD,2024-04-19
AAPL240419C00085000,2023-08-17 14:10:09+00:00,85.0,93.16,91.2,94.1,0.0,0.0,,1,0.8659681372070311,True,REGULAR,USD,2024-04-19
AAPL240419C00090000,2023-10-16 19:54:31+00:00,90.0,91.07,85.55,85.95,0.0,0.0,4.0,3,0.684573466796875,True,REGULAR,USD,2024-04-19
AAPL240419C00095000,2023-09-15 19:52:48+00:00,95.0,82.85,86.1,86.85,0.0,0.0,,1,0.9417120086669921,True,REGULAR,USD,2024-04-19
AAPL240419C00100000,2023-10-18 17:13:50+00:00,100.0,80.04,76.0,76.35,0.0,0.0,1.0,16,0.6195106408691409,True,REGULAR,USD,2024-04-19
AAPL240419C00110000,2023-10-12 19:09:00+00:00,110.0,73.3,66.5,66.9,0.0,0.0,10.0,7,0.5604292004394531,True,REGULAR,USD,2024-04-19
AAPL240419C00115000,2023-10-12 19:09:00+00:00,115.0,68.6,61.8,62.15,0.0,0.0,5.0,6,0.5311326184082032,True,REGULAR,USD,2024-04-19
AAPL240419C00120000,2023-10-06 14:55:19+00:00,120.0,59.37,57.15,57.5,0.0,0.0,5.0,6,0.504765694580078,True,REGULAR,USD,2024-04-19
AAPL240419C00125000,2023-10-18 17:35:05+00:00,125.0,55.99,52.55,52.9,0.0,0.0,2.0,20,0.4864553308105469,True,REGULAR,USD,2024-04-19
AAPL240419C00130000,2023-10-19 14:05:44+00:00,130.0,51.5,48.0,48.35,0.0,0.0,10.0,14,0.461492201538086,True,REGULAR,USD,2024-04-19
AAPL240419C00135000,2023-10-20 19:31:19+00:00,135.0,44.0,43.55,43.9,0.0,0.0,6.0,57,0.4385432122802735,True,REGULAR,USD,2024-04-19
AAPL240419C00140000,2023-10-20 19:36:53+00:00,140.0,39.63,39.2,39.5,0.0,0.0,1.0,118,0.4155331884765625,True,REGULAR,USD,2024-04-19
AAPL240419C00145000,2023-10-23 17:28:39+00:00,145.0,35.12,35.0,35.3,0.0,0.0,1.0,423,0.3963073065185547,True,REGULAR,USD,2024-04-19
AAPL240419C00150000,2023-10-20 18:01:48+00:00,150.0,32.12,30.95,31.15,0.0,0.0,4.0,270,0.3758607336425781,True,REGULAR,USD,2024-04-19
AAPL240419C00155000,2023-10-24 16:26:58+00:00,155.0,26.22,27.05,27.2,-1.7700005,-6.3236885,7.0,562,0.35761140441894534,True,REGULAR,USD,2024-04-19
AAPL240419C00160000,2023-10-23 18:21:05+00:00,160.0,23.52,23.3,23.5,0.0,0.0,81.0,183,0.34192552612304683,True,REGULAR,USD,2024-04-19
AAPL240419C00165000,2023-10-24 19:21:34+00:00,165.0,20.05,19.85,20.0,1.0999985,5.804741,77.0,508,0.32672792419433594,True,REGULAR,USD,2024-04-19
AAPL240419C00170000,2023-10-24 19:45:27+00:00,170.0,16.7,16.6,16.75,-0.3199997,-1.8801391,37.0,1495,0.31250687499999996,True,REGULAR,USD,2024-04-19
AAPL240419C00175000,2023-10-24 19:53:32+00:00,175.0,13.85,13.6,13.75,-0.10999966,-0.78796315,11.0,2095,0.29871306762695304,False,REGULAR,USD,2024-04-19
AAPL240419C00180000,2023-10-24 18:48:07+00:00,180.0,10.9,10.95,11.1,-0.20000076,-1.8018086,56.0,1473,0.2868113311767577,False,REGULAR,USD,2024-04-19
AAPL240419C00185000,2023-10-24 19:56:52+00:00,185.0,8.7,8.6,8.7,-0.10000038,-1.1363679,31.0,1247,0.2742992492675781,False,REGULAR,USD,2024-04-19
AAPL240419C00190000,2023-10-24 19:36:48+00:00,190.0,6.67,6.55,6.7,-0.07999992,-1.1851841,4103.0,2806,0.2640759628295898,False,REGULAR,USD,2024-04-19
AAPL240419C00195000,2023-10-24 19:40:45+00:00,195.0,5.0,4.9,5.0,-0.099999905,-1.9607825,122.0,2191,0.2539747454833985,False,REGULAR,USD,2024-04-19
AAPL240419C00200000,2023-10-24 19:50:00+00:00,200.0,3.7,3.6,3.7,-0.049999952,-1.3333321,54.0,4130,0.24683370361328127,False,REGULAR,USD,2024-04-19
AAPL240419C00205000,2023-10-24 19:04:14+00:00,205.0,2.66,2.57,2.65,-0.059999943,-2.2058802,62.0,2673,0.23963162719726558,False,REGULAR,USD,2024-04-19
AAPL240419C00210000,2023-10-24 17:18:44+00:00,210.0,1.73,1.81,1.86,-0.24000001,-12.182741,21.0,2054,0.23352817260742187,False,REGULAR,USD,2024-04-19
AAPL240419C00215000,2023-10-24 14:15:24+00:00,215.0,1.29,1.23,1.3,-0.01999998,-1.5267161,6.0,970,0.22925575439453127,False,REGULAR,USD,2024-04-19
AAPL240419C00220000,2023-10-24 19:47:25+00:00,220.0,0.88,0.86,0.9,-0.06999999,-7.36842,1.0,1854,0.2260819580078125,False,REGULAR,USD,2024-04-19
AAPL240419C00225000,2023-10-24 17:50:39+00:00,225.0,0.6,0.59,0.63,-0.06999999,-10.44776,2.0,175,0.2243729907226562,False,REGULAR,USD,2024-04-19
AAPL240419C00230000,2023-10-24 13:53:12+00:00,230.0,0.44,0.41,0.45,-0.120000005,-21.428572,1.0,508,0.22425092163085933,False,REGULAR,USD,2024-04-19
AAPL240419C00235000,2023-10-24 16:59:07+00:00,235.0,0.29,0.29,0.32,-0.060000002,-17.142859,5.0,417,0.22425092163085933,False,REGULAR,USD,2024-04-19
AAPL240419C00240000,2023-10-19 16:34:52+00:00,240.0,0.34,0.18,0.36,0.0,0.0,1.0,898,0.24146266357421875,False,REGULAR,USD,2024-04-19
AAPL240419C00245000,2023-10-24 14:17:25+00:00,245.0,0.16,0.15,0.2,-0.07000001,-30.434784,4.0,181,0.23194127441406248,False,REGULAR,USD,2024-04-19
AAPL240419C00250000,2023-10-24 17:10:16+00:00,250.0,0.12,0.11,0.18,-0.080000006,-40.000004,11.0,316,0.23926541992187497,False,REGULAR,USD,2024-04-19
AAPL240419C00255000,2023-10-18 17:29:15+00:00,255.0,0.17,0.08,0.12,0.0,0.0,1.0,142,0.23731231445312498,False,REGULAR,USD,2024-04-19
AAPL240419C00260000,2023-10-16 15:32:47+00:00,260.0,0.15,0.07,0.1,0.0,0.0,2.0,159,0.2417068017578125,False,REGULAR,USD,2024-04-19
AAPL240419C00265000,2023-10-23 17:52:39+00:00,265.0,0.07,0.05,0.19,0.0,0.0,100.0,436,0.27295648925781246,False,REGULAR,USD,2024-04-19
AAPL240419C00270000,2023-10-10 17:18:20+00:00,270.0,0.12,0.04,0.07,0.0,0.0,32.0,42,0.2500075,False,REGULAR,USD,2024-04-19
AAPL240419C00275000,2023-09-25 17:09:32+00:00,275.0,0.14,0.03,0.06,0.0,0.0,1.0,412,0.25489026367187506,False,REGULAR,USD,2024-04-19
AAPL240419C00280000,2023-10-24 13:30:09+00:00,280.0,0.04,0.02,0.06,0.0,0.0,6.0,307,0.26367923828125,False,REGULAR,USD,2024-04-19
AAPL240621C00050000,2023-10-24 19:29:19+00:00,50.0,124.95,124.45,124.85,-3.6699982,-2.8533652,1.0,1264,0.9018564501953125,True,REGULAR,USD,2024-06-21
AAPL240621C00055000,2023-10-16 13:59:59+00:00,55.0,124.3,119.7,120.05,0.0,0.0,4.0,1031,0.8664564135742188,True,REGULAR,USD,2024-06-21
AAPL240621C00060000,2023-10-12 18:28:19+00:00,60.0,121.41,114.9,115.25,0.0,0.0,2.0,1167,0.8283708569335937,True,REGULAR,USD,2024-06-21
AAPL240621C00065000,2023-10-16 14:28:26+00:00,65.0,115.4,110.1,110.5,0.0,0.0,2.0,1770,0.7937032348632812,True,REGULAR,USD,2024-06-21
AAPL240621C00070000,2023-10-23 13:50:26+00:00,70.0,103.19,105.35,105.7,0.0,0.0,10.0,796,0.7596459582519532,True,REGULAR,USD,2024-06-21
